"","x1","x2","x3","x4","x5","x6","x7","x8","y"
"31",4,"h",0.672863163053989,"r","aliquid","2023-11-1941414141",0.102197644067928,0.512874964857474,0.326477660083367
"32",4,"p",0.803688572719693,"c","laboris","2024-11-3041414141",0.0277525936253369,0.260614201892167,-0.260895611280352
"33",3,"s",0.538668537512422,"c","sint","2023-12-2641414141",0.171722833300009,0.737892192555591,-1.60023953459013
"34",3,"l",0.863680210895836,"y","magna","2022-10-0141414141",,0.356128992512822,-1.92532735289999
"35",0,"r",0.567881088238209,"v","nulla","2024-07-1841414141",,0.879819625755772,-0.808977697605844
"36",2,"r",0.495242915814742,"t","cupidatat","2022-12-2141414141",,0.394439475843683,-2.33887964763885
"37",3,"r",0.867582132807001,"h","voluptate","2023-12-0741414141",,0.921860539121553,-2.22008735006322
"38",2,"v",0.118849378079176,"e","fugiat","2023-12-0741414141",0.443883578293025,0.94413390266709,1.63167714865518
"39",2,"o",0.580375549150631,"y","cillum","2023-12-2541414141",0.0842661089263856,0.711590372724459,-0.308864913153542
"40",2,"y",0.522626787889749,"m","velit
esse","2023-10-2141414141",0.159587672445923,0.775795232504606,0.0311798204801691
"41",1,"l",0.468600077321753,"a","dolore","2024-09-0441414141",0.0764323160983622,0.118950197240338,0.1782630127988
"42",2,"k",0.776183451060206,"t","amet,
consectetur,","2023-03-2141414141",,0.314397401176393,-0.592357459876502
"43",2,"a",0.623855833197013,"p","consequatur,","2022-11-1341414141",0.339845031034201,0.829655058216304,3.74996958781257
"44",2,"h",0.417108449153602,"y","nulla","2023-02-1841414141",0.119360217126086,0.910734719829634,1.48011297390917
"45",1,"z",0.237691955640912,"p","dolores","2024-04-2941414141",0.375619859201834,0.924474599538371,2.38904632855727
"46",1,"r",0.316412752028555,"q","officia","2023-11-0741414141",,0.0556709689553827,0.437319566811908
"47",2,"c",0.96960467658937,"o","ea","2024-06-0541414141",,0.946941724512726,-0.864259311695711
"48",2,"q",0.515288099180907,"r","Excepteur","2023-10-3141414141",0.318934650393203,0.862067493842915,0.803386401537193
"49",2,"g",0.968539689667523,"q","Neque","2023-06-2441414141",,0.701127113075927,-2.40694577463579
"50",4,"o",0.47666748939082,"e","quia","2022-11-0241414141",,0.862076776102185,-0.81653922378771
"51",1,"u",0.21286342618987,"i","velit,","2023-05-2641414141",0.116237038513646,0.232242094352841,-0.12465015448603
"52",2,"z",0.242505801608786,"n","mollit","2024-03-1141414141",,0.74089565500617,-2.05627234886395
"53",3,"m",0.0294942376203835,"m","proident,
sunt","2024-02-1141414141",,0.163314203731716,-1.0251910208256
"54",1,"u",0.346590411383659,"w","aut","2022-05-2141414141",,0.42176821664907,-1.61405740994694
"55",3,"g",0.974512866931036,"o","dolor","2024-06-1641414141",,0.892685037571937,-3.26842867706438
"56",2,"i",0.699942005099729,"k","ea","2022-11-2641414141",,0.120880369795486,-2.01083872420219
"57",1,"u",0.688762266887352,"i","id","2024-08-2941414141",,0.684514800552279,1.18876691322517
"58",3,"r",0.825077629415318,"d","sed","2022-01-1241414141",0.16696952143684,0.279271908802912,-1.35042190962634
"59",4,"y",0.0797775511164218,"t","id","2024-12-2541414141",0.347942487336695,0.0614097455982119,1.41880457716977
"60",2,"x",0.82544465106912,"q","ad","2024-05-1241414141",0.26000841986388,0.628302606521174,0.759943626664349
"61",3,"z",0.208721756702289,"b","Quis","2022-06-1041414141",0.0531362290494144,0.390935350675136,-1.81261463745098
"62",1,"k",0.303124827565625,"g","minima","2022-09-1641414141",0.0139585530851036,0.72309022792615,0.681917186012406
"63",2,"p",0.151613629655913,"a","iure","2023-01-2941414141",0.294225512770936,0.101956415222958,1.21252128909521
"64",2,"z",0.207336965017021,"t","reprehenderit","2022-03-1041414141",,0.119584898930043,-2.89339015434913
"65",4,"a",0.552282739663497,"","ex","2024-01-1841414141",,0.843172867549583,-0.331303588456576
"66",2,"z",0.0237535340711474,"p","id","2024-11-1841414141",0.399056756170467,0.232526633888483,0.520014226391406
"67",3,"k",0.391526990337297,"z","dolor","2024-10-3041414141",0.20619554980658,0.772854331415147,1.91842272757854
"68",3,"d",0.0696743775624782,"d","error","2022-04-2241414141",,0.51943531143479,-1.85321643891213
"69",3,"l",0.91540249879472,"q","culpa","2023-05-0341414141",0.288456560578197,0.837107429513708,1.16170330081221
"70",2,"g",0.245299098780379,"","in","2022-10-0441414141",,0.916256545577198,-1.47034993135905
"71",3,"l",0.968673248542473,"q","
consectetur","2022-10-1341414141",0.458324308972806,0.992874446557835,2.66487873879712
"72",3,"f",0.886824063956738,"c","velit,","2022-07-0441414141",,0.595320753287524,-0.595295214751396
"73",3,"t",0.818478328175843,"y","vel","2025-01-0441414141",0.226419589482248,0.902923053130507,0.680945295892268
"74",0,"d",0.102342381607741,"n","sit","2024-08-1941414141",0.382218983955681,0.332082479726523,0.581345711382016
"75",2,"a",0.491533307125792,"s","ad","2024-01-2241414141",0.107974100392312,0.977936396375299,1.92039757269731
"76",2,"f",0.185049230465665,"e","quis","2024-07-1841414141",0.354620499303564,0.249758066609502,0.275228942544408
"77",2,"u",0.86814583465457,"f","rem","2022-10-1541414141",,0.329936299938709,-0.148189224420941
"78",3,"a",0.0434974692761898,"n","illo","2022-02-1741414141",0.0715338897425681,0.980045510223135,1.07006708095123
"79",2,"x",0.227346970932558,"m","ut","2023-02-0741414141",0.243266159435734,0.642731024883687,1.05561653554761
"80",1,"x",0.671518709743395,"y","tempor
incididunt","2022-08-3141414141",,0.933227429632097,0.573224773515155
"81",2,"e",0.25794350146316,"n","architecto","2022-12-1641414141",0.125551539473236,0.0762802283279598,-0.859669523321757
"82",3,"a",0.0110370230395347,"k","in","2023-04-0341414141",,0.216010160278529,-0.411236137204437
"83",2,"m",0.509741639019921,"s","explicabo.","2022-01-1441414141",,0.451848704367876,0.367912009047257
"84",3,"d",0.878264312865213,"z","do","2024-03-2941414141",,0.20691214245744,-1.98842681657537
"85",1,"g",0.426415525143966,"g","pariatur.","2023-07-2841414141",0.109799785073847,0.48965584882535,-0.922306113446978
"86",2,"t",0.0351777023170143,"g","sequi
nesciunt.","2024-01-0241414141",0.0185389264952391,0.74073750525713,0.445349269293766
"87",5,"n",0.219075368717313,"k","quia","2022-06-2541414141",,0.511878380551934,-1.92976866608422
"88",4,"h",0.788004108006135,"s","sit","2022-09-1541414141",,0.144098900957033,-2.9916231289501
"89",4,"z",0.644760836148635,"v","dolore","2024-04-1841414141",0.431289899395779,0.792726860148832,2.65078087665566
"90",1,"n",0.0907956538721919,"j","minim","2023-03-0341414141",0.132714164210483,0.493430766975507,0.646603505658034
"91",1,"j",0.266004104167223,"r","non","2024-05-2841414141",0.408365204231814,0.828276684507728,2.09038857793512
"92",3,"h",0.424226606497541,"w","velit
esse","2024-01-1941414141",0.0413233218714595,0.475796810816973,0.979011173762657
"93",2,"d",0.871652723522857,"q","non","2024-08-1141414141",0.0745893740095198,0.821762016043067,0.559484734481432
"94",3,"s",0.122647689888254,"f","nisi","2024-04-0441414141",,0.355088549666107,-2.29160651579229
"95",2,"b",0.362681849859655,"y","voluptate","2022-11-0741414141",0.232658995082602,0.679452548734844,1.56948894098341
"96",2,"w",0.527429508743808,"i","minima","2024-07-1441414141",0.209599043941125,0.726137085817754,1.87261669208237
"97",3,"i",0.359075873391703,"c","ratione","2023-08-2741414141",,0.545979165937752,-0.296798207335625
"98",1,"a",0.438175542047247,"c","ab","2024-10-2841414141",,0.938651984324679,-0.606203116637244
"99",2,"q",0.474523642798886,"a","dolores","2024-03-1741414141",0.175567629048601,0.050999182742089,0.982985952344456
"100",3,"l",0.667575782397762,"f","nulla","2022-05-2441414141",0.358476104913279,0.251170713920146,-0.9145007959364
"101",3,"p",0.913388728396967,"i","sit","2023-04-1341414141",0.2824301130604,0.204163417220116,0.901400942027806
"102",2,"s",0.270087003940716,"n","fugiat","2022-05-1441414141",0.128860072931275,0.752296790247783,0.180900918124164
"103",2,"i",0.729424997931346,"f","quis","2023-06-2241414141",,0.231118976371363,-1.74845523949743
"104",4,"y",0.295155965955928,"c","nisi","2022-03-0841414141",0.188226162223145,0.80768163013272,1.64165873734075
"105",2,"h",0.642150549916551,"s","quaerat","2024-10-0741414141",0.176519092405215,0.664813474286348,0.154617410835183
"106",4,"p",0.146492543630302,"q","laboriosam,","2022-03-2641414141",,0.966160088544711,-1.38335050899965
"107",4,"p",0.847336987033486,"u","amet,","2024-10-2141414141",,0.293288622749969,-1.36625918778381
"108",3,"p",0.123705839272588,"j","ut","2024-05-2041414141",,0.909765555290505,1.28657949868471
"109",2,"k",0.139123672852293,"j","elit,","2022-08-1641414141",0.285492467693985,0.72040459769778,-0.0968310357689011
"110",1,"w",0.140053329523653,"d","aliqua.
Ut","2023-05-2241414141",0.440272893058136,0.538629472721368,0.142589130791133
"111",4,"t",0.874253786168993,"w","laudantium,
totam","2022-03-0141414141",,0.683838847326115,-1.99195781101005
"112",2,"e",0.912219499237835,"x","ex","2022-01-2441414141",0.193191508995369,0.746882925741374,2.47949942991366
"113",1,"d",0.503492284333333,"u","tempora","2023-04-2741414141",,0.116350002819672,-1.25051269161787
"114",4,"j",0.987428593682125,"z","laborum
Sed","2024-12-0541414141",0.337592646479607,0.129598123487085,0.383843679209073
"115",3,"o",0.0744392890483141,"u","eaque","2024-09-0441414141",0.480574456509203,0.348961358889937,0.230366263262613
"116",1,"c",0.482267679413781,"l","Lorem","2023-01-2841414141",,0.466885382076725,-3.31999773303703
"117",3,"f",0.278213164536282,"","labore","2024-01-2841414141",0.137524233898148,0.782659183256328,1.44851655710996
"118",4,"t",0.77264259243384,"j","sit","2024-11-0841414141",0.284505071351305,0.169570275582373,-0.113139269460899
"119",3,"k",0.357313020387664,"c","aliquid","2024-12-0341414141",,0.235859137959778,-2.57827683590116
"120",2,"j",0.37638733163476,"v","ex","2023-10-0141414141",0.471916393376887,0.942379387328401,0.606906483100955
"121",3,"y",0.935698986984789,"q","quis","2024-09-2341414141",,0.326026334194466,-0.467051324371298
"122",2,"f",0.11357956379652,"r","tempora","2023-01-1041414141",,0.176053063478321,-0.973262557934142
"123",2,"l",0.0228887556586415,"","laboriosam,","2022-05-3141414141",,0.784391428809613,-0.577019418163223
"124",2,"s",0.391689671669155,"o","minim","2024-02-0241414141",0.139949204400182,0.445253503276035,-0.211158597161504
"125",2,"n",0.364328201627359,"e","nulla","2022-10-1741414141",0.0796693346928805,0.290583518333733,1.01182073463235
"126",5,"n",0.859077336732298,"t","Quis","2022-10-2341414141",,0.52415574179031,-0.633020856049271
"127",1,"n",0.167300251312554,"p","minim","2024-12-2141414141",0.156749468296766,0.673238265095279,1.3568825328005
"128",1,"s",0.144579035695642,"l","
consectetur","2023-03-3041414141",0.415120866149664,0.647292145993561,0.45036358693796
"129",1,"y",0.606263089226559,"w","eaque","2024-01-3141414141",,0.0985802346840501,0.710665367276795
"130",3,"o",0.878473817138001,"r","voluptate","2023-08-2041414141",,0.669105131877586,-0.692942783819079
"131",3,"t",0.507255914621055,"t","eum","2023-12-0841414141",0.363550361478701,0.883781101554632,2.85415210395884
"132",4,"p",0.746483592316508,"c","ratione","2022-04-0841414141",0.23535389569588,0.0171643076464534,-0.20572052998053
"133",3,"u",0.854422639356926,"p","perspiciatis","2022-08-1641414141",0.248988403240219,0.409716300666332,0.732586911284989
"134",3,"i",0.525382386054844,"m","qui","2022-06-2041414141",0.433949111262336,0.82440005405806,1.97046355729627
"135",3,"k",0.839169289916754,"y","velit,","2023-09-2441414141",0.162555102724582,0.366546731442213,0.174085998102153
"136",3,"x",0.579140167683363,"f","velit
esse","2022-07-1041414141",0.283659509150311,0.0263143046759069,-1.13456805609258
"137",4,"x",0.761975021334365,"i","et","2022-06-3041414141",,0.895813081646338,-1.98060807818614
"138",3,"y",0.833689610473812,"g","vel","2022-02-0941414141",0.152874544030055,0.0522731153760105,0.233714874093139
"139",5,"e",0.963724479544908,"b","suscipit","2023-01-0841414141",,0.535242302808911,-2.41441865947961
"140",2,"g",0.233509668149054,"c","in","2022-10-3041414141",,0.683524149237201,-2.2439299668836
"141",2,"u",0.139695868128911,"h","sequi
nesciunt.","2024-05-0641414141",0.344023048412055,0.387014844221994,1.98480932219066
"142",2,"r",0.590823624748737,"u","consequuntur","2022-07-1341414141",0.375520965317264,0.968221383634955,1.69834274388938
"143",0,"z",0.31117103016004,"m","ex","2025-01-0141414141",0.0119798267260194,0.131551023572683,0.21833109605801
"144",1,"c",0.0692296233028173,"l","eius","2022-06-0441414141",0.00576880248263478,0.20882926392369,0.255208163588366
"145",4,"b",0.832626750227064,"r","cillum","2024-06-0541414141",,0.796894599450752,-1.00459161546172
"146",2,"z",0.274709596298635,"r","ab","2024-08-0541414141",,0.814028495689854,-1.89098969893594
"147",2,"y",0.279925159411505,"q","sed","2023-05-0841414141",,0.0650880536995828,-2.6219199973658
"148",1,"g",0.304912264691666,"l","quae","2023-04-0841414141",0.257653028238565,0.556228795321658,1.48571064599854
"149",2,"w",0.10578856151551,"i","officia","2023-02-2841414141",,0.641630634432659,-0.808295589039396
"150",3,"h",0.125336830038577,"w","cillum","2022-05-0141414141",,0.421345949405804,-1.9781735646303
"151",4,"k",0.636831599054858,"o","labore","2024-10-1641414141",,0.408235148061067,-1.65599682982393
"152",2,"j",0.0921394417528063,"o","quasi","2022-01-1641414141",,0.351236514048651,-1.07980424549485
"153",2,"j",0.792304021771997,"a","enim","2023-06-1241414141",,0.525978588731959,-0.190379205003011
"154",2,"d",0.9423444038257,"h","dolore","2022-10-0641414141",0.160425366833806,0.129870892735198,0.885046815246071
"155",1,"u",0.302694621495903,"f","sed","2022-11-1641414141",,0.285734031582251,-2.38541459940969
"156",2,"g",0.563008054392412,"q","veritatis","2023-03-0841414141",0.0377379863057286,0.597923858556896,1.43488536441912
"157",3,"a",0.00354843097738922,"n","ipsum","2022-06-2341414141",0.386844500433654,0.00438154651783407,0.739474529931268
"158",2,"u",0.597468746127561,"s","dolorem","2024-10-0741414141",0.248664723243564,0.196051737526432,0.881503353296109
"159",2,"o",0.136330611305311,"j","perspiciatis","2023-02-2341414141",,0.231616438366473,-0.965767083627647
"160",2,"z",0.803776788059622,"c","Ut","2022-01-0941414141",,0.923262661090121,0.376832952126638
"161",3,"m",0.104653178481385,"x","exercitationem","2023-12-1441414141",0.174553437391296,0.318710285471752,1.86490210683413
"162",2,"e",0.422321367543191,"r","velit
esse","2023-01-2141414141",0.337353400886059,0.690527605125681,2.32778444948748
"163",3,"o",0.261993774678558,"s","enim","2024-09-1241414141",0.152104112552479,0.454959951806813,0.112279782735504
"164",2,"y",0.789900857256725,"i","ut","2024-08-1641414141",0.144013094017282,0.458962334319949,0.944074059879915
"165",2,"a",0.347929610637948,"j","perspiciatis","2024-02-2741414141",0.195108969695866,0.829660180956125,3.43867456847853
"166",3,"e",0.394019677070901,"p","voluptatem.","2024-10-2541414141",,0.5829433335457,-1.35739561794189
"167",3,"c",0.839991263113916,"k","sed","2023-07-1541414141",0.407246632501483,0.134083430748433,0.423600038258618
"168",2,"m",0.757210219278932,"k","Nemo","2024-10-2941414141",0.449001516913995,0.0448759929277003,-0.314299291079097
"169",2,"s",0.0773652303032577,"r","laborum
Sed","2022-06-0841414141",,0.737070485018194,-2.3407467085494
"170",2,"p",0.0713470440823585,"i","pariatur","2023-02-2641414141",,0.540537172462791,-1.05092765342369
"171",3,"k",0.270596699556336,"d","vel","2023-05-3141414141",,0.588461276842281,-2.97695922366597
"172",1,"q",0.182323472341523,"b","nihil","2024-10-0141414141",,0.975045447936282,-0.946872131602661
"173",4,"n",0.230009140213951,"n","qui","2024-08-0541414141",0.111113442108035,0.62640980980359,0.958339985884682
"174",3,"x",0.390509605407715,"s","quae","2023-09-1541414141",0.239290647441521,0.871224343543872,-0.0871939965522264
"175",3,"e",0.923508180771023,"e","consequatur?","2022-01-1641414141",,0.916426337091252,-0.586563982780521
"176",3,"q",0.469349069986492,"z","ipsum","2024-09-2941414141",,0.138094295747578,-2.96655809130219
"177",2,"w",0.0679040302056819,"i","Ut","2022-10-1741414141",,0.103768894216046,-2.05389536746374
"178",3,"c",0.137242946075276,"u","qui","2024-02-2041414141",0.0537836151197553,0.0456181182526052,0.43851655839894
"179",4,"p",0.0610850830562413,"f","in","2024-04-0941414141",,0.624241562793031,-0.982427617799375
"180",3,"i",0.532165037002414,"p","sed","2022-05-1541414141",,0.599241133313626,0.173895512241695
"181",4,"w",0.850726940436289,"e","magnam","2023-09-1541414141",0.416049110004678,0.156630096957088,-1.08466355123266
"182",2,"l",0.620737686054781,"i","eius","2024-10-1241414141",0.42576901242137,0.899889321764931,2.32430240713855
"183",3,"i",0.513620178448036,"b","autem","2024-06-1541414141",0.0120661682449281,0.0247934404760599,-0.578333306206683
"184",2,"v",0.473671182291582,"v","molestiae","2022-12-0141414141",,0.773767955834046,-2.12216224575184
"185",3,"c",0.280117511749268,"h","porro","2023-02-0541414141",,0.146874855272472,-0.623771832948877
"186",2,"u",0.0046770793851465,"f","error","2023-05-1141414141",0.304448202718049,0.471133382525295,-0.204161884737766
"187",2,"l",0.235341641353443,"o","adipiscing","2023-10-0841414141",,0.000235008541494608,-1.83690060851036
"188",3,"i",0.691676759626716,"q","officia","2022-12-2641414141",0.406967379851267,0.236381256720051,-0.581963626155096
"189",4,"u",0.00487042614258826,"p","voluptas","2022-04-1041414141",0.200548406457528,0.889902977738529,1.2682510459073
"190",4,"q",0.454538109013811,"w","incidunt
ut","2024-07-0241414141",0.140454645035788,0.41272321017459,2.43063295876821
"191",2,"u",0.60689261322841,"g","voluptate","2022-02-0841414141",0.473125116666779,0.991389006376266,0.960857399198034
"192",2,"f",0.480334463529289,"u","unde","2023-01-1741414141",0.34660806809552,0.018152980832383,0.842561061120021
"193",5,"i",0.443542786175385,"k","quia","2023-05-0941414141",0.0305504372809082,0.697365163592622,-0.218944983380651
"194",3,"x",0.0959626706317067,"j","aut","2023-10-1841414141",,0.383354142541066,-2.98842621388066
"195",4,"z",0.865185492206365,"v","adipiscing","2022-11-1241414141",,0.261352265952155,-1.62745092705485
"196",2,"a",0.532484551426023,"u","non","2023-10-2541414141",0.380014886381105,0.00726507930085063,1.07861782835672
"197",2,"k",0.317003108561039,"r","fugiat","2023-06-1241414141",,0.668114978121594,0.0879567915873452
"198",3,"w",0.853955999715254,"z","architecto","2024-10-2541414141",,0.477019624318928,-2.43292770178139
"199",1,"u",0.843524557771161,"j","et","2023-01-1941414141",,0.328828561352566,-1.08901998439316
"200",3,"t",0.169602813431993,"l","non","2022-11-2841414141",0.0817294388543814,0.293838554061949,-0.216627079396576
"201",2,"c",0.599655613070354,"s","ut","2022-10-0441414141",,0.145947555778548,-2.83909574092915
"202",4,"v",0.167802247451618,"m","dolore","2024-11-2341414141",,0.566144770011306,-2.49826379813192
"203",3,"g",0.770668445387855,"o","dolore","2023-06-2441414141",0.45770189166069,0.734423046931624,0.89311553303415
"204",3,"v",0.408510090783238,"w","nihil","2022-04-0441414141",0.139811811503023,0.662950412370265,1.95839625037111
"205",2,"f",0.0362493165303022,"l","magnam","2023-11-2541414141",0.292234879219905,0.70760764204897,1.07689058628542
"206",4,"o",0.614883276633918,"x","dolore","2022-04-1141414141",0.242239453364164,0.649264352628961,0.444971866835637
"207",2,"e",0.839331163326278,"o","et","2022-08-0541414141",0.415173154557124,0.925713039468974,-0.22006900733535
"208",2,"t",0.451466672122478,"u","porro","2022-06-3041414141",0.233948305482045,0.040020348969847,0.533428578740694
"209",1,"x",0.783182838698849,"b","dicta","2022-03-0441414141",0.0428370707668364,0.754421844845638,1.14754548271541
"210",1,"r",0.914398956345394,"l","amet,","2024-01-2041414141",0.0645806179381907,0.801870191236958,0.997051773912574
"211",2,"l",0.905501472530887,"l","qui","2022-12-1641414141",,0.737508931197226,-1.14022717285744
"212",2,"y",0.201834730571136,"l","ipsum","2024-07-0341414141",0.245932369492948,0.985769788734615,0.706129898297213
"213",2,"p",0.47776586166583,"f","elit,","2023-12-1341414141",0.224410367198288,0.970931209390983,0.969562296764189
"214",3,"w",0.826526144752279,"c","qui","2023-09-2341414141",,0.870905450312421,-0.548352847160011
"215",1,"r",0.13899699295871,"s","enim","2023-07-1941414141",0.126865589991212,0.458875931566581,2.10234091739266
"216",3,"g",0.250207225093618,"","qui","2024-04-0841414141",0.20379089214839,0.650469695217907,0.144746674428283
"217",2,"j",0.443549999268726,"m","sint","2023-07-1141414141",,0.629619736224413,-2.11715478433764
"218",2,"f",0.335625321604311,"g","sed","2022-08-1241414141",0.0388451083563268,0.767478896072134,0.595680002704662
"219",4,"m",0.774798502214253,"p","Quis","2023-10-0941414141",0.081497413571924,0.253183116205037,-0.779764011316827
"220",4,"p",0.367429153993726,"","esse","2023-04-0641414141",0.346548092318699,0.493111815303564,0.499025210936522
"221",2,"x",0.810994898667559,"p","qui","2023-08-0541414141",,0.0934563169721514,-3.39008154440759
"222",4,"f",0.52297620032914,"e","inventore","2023-08-0941414141",,0.538583033950999,-2.41844113914887
"223",3,"i",0.908184495987371,"k","veniam,
quis","2024-11-0141414141",0.0109129729680717,0.120575335342437,-0.935639589085014
"224",3,"i",0.422481214860454,"n","laboris","2024-08-0741414141",,0.335051675327122,-2.46260823067128
"225",1,"y",0.473544058622792,"i","vel","2022-04-1841414141",,0.329020152101293,0.0364635282501982
"226",2,"u",0.136948328698054,"p","dolor","2024-10-0441414141",0.0523861164692789,0.284797503147274,0.272072647510554
"227",2,"f",0.9427858623676,"t","eu
fugiat","2023-03-2241414141",,0.907374807400629,-2.38256216382848
"228",3,"g",0.298161708749831,"f","Lorem","2023-12-0341414141",0.127288560848683,0.150492667686194,1.36129491074215
"229",3,"p",0.215227487962693,"b","consequatur,","2022-11-1541414141",0.394166589481756,0.794957576785237,0.877426289258685
"230",4,"h",0.405801330460235,"v","nihil","2024-01-0941414141",0.256871498189867,0.113258964847773,0.0114155324350794
"231",3,"o",0.00368730002082884,"x","in","2024-11-2141414141",0.0721671492792666,0.594683031784371,1.20443451152532
"232",2,"y",0.541304097278044,"m","rem","2022-01-0241414141",,0.248900909209624,-0.949557484414386
"233",3,"u",0.590493069496006,"r","aliquam","2022-03-0541414141",,0.419627007562667,-2.85166803908254
"234",1,"b",0.686163289705291,"o","eos","2024-06-0541414141",0.0486674290150404,0.431632905034348,-0.642360027803566
"235",2,"x",0.485849604941905,"x","ipsa","2022-03-1241414141",0.264211950125173,0.710055867675692,0.196005142552698
"236",2,"y",0.764897568849847,"","culpa","2023-11-0941414141",0.41872705728747,0.395812754519284,0.357581980681924
"237",2,"r",0.0961112515069544,"b","minima","2024-09-1941414141",0.184187012258917,0.826353046344593,-0.599121655351517
"238",4,"k",0.2503730005119,"r","nisi","2023-04-0341414141",,0.924481755355373,0.0626015219980636
"239",1,"k",0.55483487341553,"w","eum","2024-05-0541414141",,0.468057847348973,-0.627525273561122
"240",3,"x",0.601106703979895,"j","explicabo.","2023-12-2241414141",,0.91337873833254,-2.16504992878686
"241",3,"x",0.10821129498072,"v","doloremque","2023-05-1641414141",0.152369355317205,0.918487089453265,2.87491699646588
"242",3,"j",0.149292714660987,"z","unde","2023-07-2041414141",,0.410442135529593,-0.624081442066831
"243",1,"e",0.201737553579733,"","anim","2022-06-1741414141",0.103025830117986,0.61977638467215,1.61569023321308
"244",3,"j",0.151194724719971,"n","eu
fugiat","2024-12-2541414141",,0.106477069901302,-1.97995497056081
"245",2,"q",0.919133194256574,"h","dolor","2023-03-1241414141",,0.108369608642533,-0.478279254801623
"246",3,"w",0.89902937412262,"v","Quis","2022-07-1941414141",,0.999813905917108,-0.451933266872731
"247",2,"t",0.00111363991163671,"z","ea","2024-12-2741414141",,0.24652105406858,-1.93951814819017
"248",5,"w",0.447809716453776,"e","aut
odit","2022-02-0841414141",,0.158046519849449,-2.23790912925763
"249",4,"e",0.625454469351098,"s","laborum
Sed","2023-06-1941414141",0.0847621338907629,0.880643125856295,-0.104674813303538
"250",3,"v",0.235855489503592,"","voluptas","2022-12-1341414141",0.172842661151662,0.108455746434629,3.31708352376353
"251",2,"w",0.32388740638271,"c","quasi","2022-09-0241414141",0.053008143324405,0.533082322450355,-1.78045926834101
"252",2,"a",0.746848706854507,"j","ut","2023-11-2641414141",0.0923725825268775,0.0702044782228768,1.90472782080161
"253",3,"s",0.266919340472668,"l","
consectetur","2024-05-0241414141",,0.0999389151111245,-2.71853427424718
